sid,district,name,lat,lon,cap,need,stock,deficit,surplus,zero_share
1433,瑞芳區,深澳漁港,25.12997,121.81857,30.0,0.4,8.0,0.0,6.0,0.0
1434,瑞芳區,深澳鐵道自行車八斗子站,25.13417,121.80548,15.0,0.3,7.7,0.0,5.7,0.0
1435,瑞芳區,猴硐火車站,25.08647,121.82719,60.0,1.5,19.7,0.0,17.7,0.1
1436,瑞芳區,瑞峰橋,25.10712,121.81041,44.0,4.7,13.1,0.0,7.7,4.9
1437,瑞芳區,瑞芳棒球場,25.10666,121.81884,25.0,1.3,11.6,0.0,9.6,0.0
1438,瑞芳區,瑞芳火車站,25.10851,121.8065,28.0,1.8,9.9,0.0,7.9,0.0
1439,瑞芳區,瑞芳運動公園,25.10284,121.82177,12.0,0.8,5.0,0.0,3.0,0.6
1440,石碇區,淡蘭吊橋,25.0057,121.65159,14.0,0.2,8.4,0.0,6.4,0.0
1441,石碇區,烏塗窟聚福宮,24.97551,121.6562,15.0,0.2,5.3,0.0,3.3,4.9
1442,石碇區,石碇,24.99139,121.65891,23.0,0.2,6.4,0.0,4.4,0.1
1443,石碇區,石碇高中,25.01217,121.64372,18.0,0.0,4.3,0.0,2.3,0.0
1444,石門區,富基漁港,25.29301,121.53624,26.0,0.1,5.4,0.0,3.4,0.0
1445,石門區,白沙灣,25.28549,121.52209,56.0,0.1,8.1,0.0,6.1,0.0
1446,石門區,石門婚紗廣場,25.28747,121.53101,17.0,0.2,5.8,0.0,3.8,0.0
1447,石門區,石門風箏公園停車場,25.290157,121.54766,25.0,0.2,6.7,0.0,4.7,0.1
1448,石門區,草里,25.2807,121.60759,20.0,0.1,6.5,0.0,4.5,0.0
1449,萬里區,大鵬停車場,25.21194,121.64711,15.0,0.4,6.6,0.0,4.6,0.0
1450,萬里區,獅子公園,25.17489,121.70565,20.0,0.5,5.9,0.0,3.9,0.0
1451,萬里區,翡翠灣,25.18676,121.68353,38.0,0.9,9.6,0.0,7.6,0.0
1452,萬里區,翡翠灣停車場,25.19117,121.68493,54.0,0.4,10.0,0.0,8.0,0.0
1453,萬里區,萬里區行政中心,25.17811,121.68907,13.0,0.6,6.9,0.0,4.9,0.0
1454,萬里區,野柳地質公園,25.20428,121.69042,60.0,0.4,8.8,0.0,6.8,0.8
1455,萬里區,龜吼停車場,25.1956,121.68602,11.0,0.1,4.7,0.0,2.7,0.0
1456,蘆洲區,三民中山一路口,25.08223,121.476,29.0,6.8,9.4,0.0,0.0,9.5
1457,蘆洲區,三民民族路口,25.08367,121.47494,40.0,6.1,18.2,0.0,11.2,1.0
1458,蘆洲區,三民長榮路口,25.09328,121.4616,15.0,7.0,6.0,2.1,0.0,17.4
1459,蘆洲區,三民高中(民權路),25.08802,121.47393,45.0,6.9,8.5,0.0,0.0,20.5
1460,蘆洲區,中山一和平路口,25.07919,121.47162,18.0,8.2,8.9,0.5,0.0,12.4
1461,蘆洲區,中山二永安南路口,25.07744,121.46868,14.0,2.3,6.9,0.0,4.2,0.0
1462,蘆洲區,中興復興路口,25.09016,121.48182,12.0,7.5,6.7,1.9,0.0,8.6
1463,蘆洲區,九芎街90巷口,25.08024,121.46567,15.0,5.6,5.0,1.4,0.0,19.6
1464,蘆洲區,仁愛廣場,25.09057,121.47162,44.0,22.7,26.3,0.0,0.0,10.5
1465,蘆洲區,仁愛街70巷口,25.09398,121.47126,32.0,17.6,9.2,11.1,0.0,19.9
1466,蘆洲區,光華長榮路口,25.08188,121.46407,16.0,5.8,6.6,0.2,0.0,15.8
1467,蘆洲區,國立空中大學(中正路174巷口),25.08782,121.4672,15.0,5.5,8.2,0.0,0.0,0.4
1468,蘆洲區,國道路二段88號,25.07455,121.47198,17.0,2.8,7.9,0.0,4.7,0.0
1469,蘆洲區,彩虹兒童公園,25.08871,121.4646,22.0,4.9,9.2,0.0,0.0,4.1
1470,蘆洲區,捷運三民高中站(1號出口),25.08582,121.47272,12.0,0.0,0.0,0.0,0.0,100.0
1471,蘆洲區,捷運三民高中站(2號出口),25.08577,121.47374,55.0,25.7,22.0,7.6,0.0,1.7
1472,蘆洲區,捷運徐匯中學站(1號出口),25.080313,121.47994,38.0,11.9,12.4,1.3,0.0,0.0
1473,蘆洲區,捷運蘆洲站,25.09164,121.46403,92.0,33.7,45.0,0.0,0.0,0.0
1474,蘆洲區,捷運蘆洲站(1號出口),25.09113,121.4651,48.0,26.9,34.2,0.0,0.0,0.0
1475,蘆洲區,捷運蘆洲站(蘆洲捷運公園),25.09165,121.46358,19.0,4.0,6.6,0.0,0.0,0.1
1476,蘆洲區,普庵寺,25.08801,121.48214,23.0,10.5,14.3,0.0,0.0,1.7
1477,蘆洲區,林建生紀念圖書館,25.08843,121.46988,37.0,9.6,16.2,0.0,0.0,5.6
1478,蘆洲區,柳堤公園,25.08799,121.46219,41.0,14.1,16.6,0.0,0.0,9.3
1479,蘆洲區,正和中正路口,25.08287,121.47059,12.0,4.5,3.7,1.4,0.0,13.0
1480,蘆洲區,民族路257巷/民族路327巷,25.09021,121.47515,39.0,11.6,15.3,0.0,0.0,7.9
1481,蘆洲區,民族路314巷口,25.0902,121.47707,14.0,6.4,5.6,1.8,0.0,18.1
1482,蘆洲區,水河里活動中心,25.09345,121.47448,31.0,8.8,13.9,0.0,0.0,3.8
1483,蘆洲區,永安兒童公園,25.08227,121.48224,40.0,13.3,14.8,0.5,0.0,0.1
1484,蘆洲區,永安南路九芎街71巷口,25.07756,121.46607,29.0,3.9,10.5,0.0,6.0,3.8
1485,蘆洲區,永安南路二段16巷口,25.07702,121.46765,10.0,2.5,4.2,0.0,0.0,4.5
1486,蘆洲區,永安圖書館,25.0786,121.46223,31.0,4.2,10.9,0.0,6.1,2.5
1487,蘆洲區,永安長安街131巷口,25.08033,121.4596,14.0,2.8,5.4,0.0,0.0,4.5
1488,蘆洲區,永平公園,25.08999,121.45942,26.0,9.0,8.4,1.9,0.0,10.5
1489,蘆洲區,永平公園(東南側),25.08985,121.45909,21.0,7.7,7.5,1.3,0.0,15.5
1490,蘆洲區,永康公園,25.08492,121.45821,39.0,17.0,15.8,3.7,0.0,7.2
1491,蘆洲區,溪墘公園,25.07997,121.47621,36.0,20.4,28.3,0.0,0.0,5.1
1492,蘆洲區,蘆洲三民公園,25.09431,121.46013,33.0,6.1,13.2,0.0,6.2,1.6
1493,蘆洲區,蘆洲中原公園,25.08332,121.46389,45.0,12.0,17.0,0.0,0.0,5.1
1494,蘆洲區,蘆洲中山立體停車場,25.08355,121.47325,15.0,3.6,5.8,0.0,0.0,3.2
1495,蘆洲區,蘆洲中路公園,25.0818,121.46822,49.0,14.0,17.1,0.0,0.0,12.1
1496,蘆洲區,蘆洲仁愛國小(水湳街),25.09209,121.46947,16.0,7.1,5.9,2.2,0.0,10.6
1497,蘆洲區,蘆洲兒五公園,25.08858,121.48056,19.0,9.4,9.6,1.2,0.0,13.0
1498,蘆洲區,蘆洲兒四公園,25.08871,121.47625,17.0,7.9,6.9,2.1,0.0,14.5
1499,蘆洲區,蘆洲國民運動中心,25.09195,121.46161,55.0,8.1,15.9,0.0,0.0,2.1
1500,蘆洲區,蘆洲延平派出所,25.08162,121.46162,38.0,11.8,12.9,0.7,0.0,10.2
1501,蘆洲區,蘆洲李宅古蹟,25.08496,121.46655,30.0,9.8,10.3,0.9,0.0,10.3
1502,蘆洲區,蘆洲環河公園,25.09516,121.46046,16.0,0.3,6.2,0.0,4.2,0.0
1503,蘆洲區,蘆洲重陽大樓,25.08506,121.48189,28.0,5.9,10.9,0.0,0.0,3.7
1504,蘆洲區,蘆洲鷺江停車場,25.08619,121.47693,12.0,3.8,4.8,0.0,0.0,20.2
1505,蘆洲區,重陽公園,25.0857,121.484,41.0,17.4,22.8,0.0,0.0,11.4
1506,蘆洲區,長榮路211巷口,25.08478,121.46108,17.0,5.4,7.2,0.0,0.0,8.6
1507,蘆洲區,長興光華路186巷口,25.08285,121.46429,13.0,2.6,5.5,0.0,2.5,6.2
1508,蘆洲區,鴨母港停車場,25.08283,121.45584,14.0,1.4,4.9,0.0,2.9,3.7
1509,蘆洲區,鴨母港抽水站,25.08294,121.45673,30.0,7.3,12.1,0.0,0.0,0.3
1510,蘆洲區,鷺江國中(長興路298巷),25.09005,121.46106,15.0,7.3,4.9,3.4,0.0,13.4
1511,蘆洲區,鷺江廣場,25.08562,121.47769,32.0,7.9,11.5,0.0,0.0,10.6
1512,貢寮區,澳底公園,25.05349,121.92559,20.0,0.4,8.0,0.0,6.0,0.1
1513,貢寮區,貢寮區公所,25.02088,121.90614,20.0,0.4,6.5,0.0,4.5,0.0
1514,貢寮區,龍門運動公園,25.02706,121.93129,20.0,0.3,8.7,0.0,6.7,0.0
1515,金山區,中山溫泉公園,25.22108,121.64177,30.0,0.3,9.6,0.0,7.6,0.0
1516,金山區,中山環金路口,25.21794,121.6414,30.0,0.4,9.7,0.0,7.7,0.6
1517,金山區,中角灣,25.239,121.63234,28.0,0.2,7.8,0.0,5.8,0.0
1518,金山區,臺大醫院金山分院,25.21974,121.62916,16.0,1.3,7.4,0.0,5.4,0.3
1519,金山區,金山八德街,25.22365,121.63469,24.0,0.4,8.4,0.0,6.4,22.0
1520,金山區,金山立體停車場(中興路),25.22043,121.64169,15.0,0.2,7.0,0.0,5.0,0.0
1521,金山區,金美國小,25.21973,121.63633,20.0,1.2,8.8,0.0,6.8,0.3
1522,雙溪區,牡丹車站,25.059023,121.85187,60.0,3.1,33.6,0.0,30.0,0.7
1523,雙溪區,雙溪車站,25.03914,121.8665,55.0,0.8,16.6,0.0,14.6,0.0
1524,鶯歌區,三鶯水資源回收中心,24.95535,121.35996,14.0,0.5,6.8,0.0,4.8,0.0
1525,鶯歌區,中正一仁愛路口,24.95672,121.3532,15.0,2.0,5.4,0.0,3.1,3.1
1526,鶯歌區,中湖市民活動中心,24.97285,121.34721,20.0,0.7,9.1,0.0,7.1,0.0
1527,鶯歌區,二橋派出所,24.94216,121.33884,11.0,2.9,5.0,0.0,0.0,2.4
1528,鶯歌區,二橋虹橋公園,24.93453,121.32595,10.0,0.9,4.7,0.0,2.7,0.0
1529,鶯歌區,光明橋,24.95577,121.34128,14.0,2.9,3.9,0.0,0.0,5.2
1530,鶯歌區,光明育智路口,24.95587,121.3456,14.0,3.5,6.2,0.0,0.0,1.3
1531,鶯歌區,公八停車場,24.95515,121.34285,15.0,1.4,4.2,0.0,2.2,48.0
1532,鶯歌區,北鶯停車場,24.95567,121.35992,20.0,0.4,9.7,0.0,7.7,0.1
1533,鶯歌區,北鶯公園,24.95777,121.35942,15.0,3.2,7.7,0.0,4.0,0.7
1534,鶯歌區,南雅育智路口,24.954,121.346,22.0,5.3,10.2,0.0,0.0,1.1
1535,鶯歌區,國中二甲路口,24.93949,121.338684,20.0,3.0,10.7,0.0,7.2,0.7
1536,鶯歌區,國中高職東街口,24.94117,121.34116,15.0,2.3,3.9,0.0,0.0,4.8
1537,鶯歌區,國際一路112巷口,24.97667,121.33579,15.0,2.3,7.0,0.0,4.4,1.3
1538,鶯歌區,國際二國際一路口,24.97577,121.3353,20.0,2.2,9.2,0.0,6.7,1.6
1539,鶯歌區,尖山公園,24.9482,121.346,29.0,5.1,12.2,0.0,6.4,0.7
1540,鶯歌區,尖山國中,24.94381,121.34207,20.0,2.5,8.6,0.0,5.7,0.6
1541,鶯歌區,尖山路高厝巷口,24.94495,121.34102,15.0,2.3,5.2,0.0,2.5,2.8
1542,鶯歌區,建國中正一路口(北鶯社區),24.95658,121.35692,20.0,0.7,7.7,0.0,5.7,0.3
1543,鶯歌區,建國國小,24.95521,121.34727,15.0,1.9,4.8,0.0,2.7,3.0
1544,鶯歌區,捷運國華站,24.95535,121.34251,24.0,0.0,5.0,0.0,3.0,0.0
1545,鶯歌區,捷運國華站(2號出口),24.95374,121.34301,60.0,0.0,23.0,0.0,21.0,0.0
1546,鶯歌區,捷運永吉公園站,24.96048,121.33476,47.0,0.0,13.0,0.0,11.0,0.0
1547,鶯歌區,捷運陶瓷老街站,24.95212,121.35065,36.0,0.0,15.0,0.0,13.0,0.0
1548,鶯歌區,捷運鶯桃福德站,24.96704,121.33044,75.0,0.0,12.0,0.0,10.0,0.0
1549,鶯歌區,捷運鶯歌車站,24.95322,121.35668,34.0,0.1,25.0,0.0,23.0,0.0
1550,鶯歌區,文化館前路口,24.94948,121.35291,44.0,1.7,14.8,0.0,12.8,0.0
1551,鶯歌區,新北市立圖書館鶯歌分館,24.9572,121.34946,20.0,3.0,5.6,0.0,0.0,7.9
1552,鶯歌區,新北市立鶯歌高級工商職業學校,24.93923,121.33488,56.0,3.7,9.7,0.0,5.5,0.0
1553,鶯歌區,新鳳公園,24.9732,121.32474,14.0,4.1,4.3,0.4,0.0,6.9
1554,鶯歌區,永吉國小,24.95865,121.33308,20.0,2.8,7.4,0.0,4.2,2.1
1555,鶯歌區,永和街65巷口,24.96798,121.33314,37.0,4.9,14.2,0.0,8.6,0.4
1556,鶯歌區,永昌里兒一公園,24.95665,121.3396,20.0,2.9,7.1,0.0,3.8,3.2
1557,鶯歌區,礫間停車場,24.9518,121.35445,20.0,0.6,8.4,0.0,6.4,0.0
1558,鶯歌區,育英建國路口,24.95356,121.34693,12.0,3.9,5.5,0.0,0.0,7.8
1559,鶯歌區,臺鐵鳳鳴站,24.97227,121.33674,40.0,35.0,32.5,7.7,0.0,0.3
1560,鶯歌區,臺鐵鳳鳴站(鶯歌路),24.97189,121.33651,20.0,3.3,6.1,0.0,0.0,0.6
1561,鶯歌區,鳳一鳳吉一街口,24.97677,121.3317,20.0,3.4,6.6,0.0,0.0,5.1
1562,鶯歌區,鳳七鶯歌路口,24.96916,121.33193,11.0,2.2,4.2,0.0,0.0,5.4
1563,鶯歌區,鳳三龍七路口,24.97204,121.33467,18.0,1.5,5.7,0.0,3.7,1.1
1564,鶯歌區,鳳五路122號前,24.97316,121.32991,18.0,4.4,4.5,0.6,0.0,15.8
1565,鶯歌區,鳳吉四鳳七路口(捷士匯社區),24.97383,121.32769,40.0,9.2,14.7,0.0,0.0,4.4
1566,鶯歌區,鳳祥公園,24.96283,121.33025,20.0,3.1,11.1,0.0,7.6,0.0
1567,鶯歌區,鳳福公園,24.97572,121.32938,20.0,5.4,9.9,0.0,0.0,3.0
1568,鶯歌區,鳳福鳳三路口,24.97567,121.33143,22.0,5.9,8.4,0.0,0.0,6.6
1569,鶯歌區,鳳鳴國小,24.9692,121.3347,20.0,2.1,6.5,0.0,4.1,2.0
1570,鶯歌區,鳳鳴機器人公園,24.96618,121.33465,17.0,3.2,7.4,0.0,3.7,4.0
1571,鶯歌區,鶯歌國中,24.95119,121.34256,30.0,4.4,10.7,0.0,5.6,0.0
1572,鶯歌區,鶯歌國民運動中心,24.95139,121.35733,38.0,3.0,14.8,0.0,11.4,0.3
1573,鶯歌區,鶯歌永利街,24.95495,121.33911,15.0,3.4,5.7,0.0,0.0,3.4
1574,鶯歌區,鶯歌火車站(仁愛路),24.95559,121.35441,59.0,9.5,23.7,0.0,12.7,0.0
1575,鶯歌區,鶯歌火車站(仁愛路62號),24.95505,121.35407,42.0,4.7,16.1,0.0,10.7,0.0
1576,鶯歌區,鶯歌火車站(文化路),24.95536,121.35697,25.0,2.9,8.3,0.0,4.9,0.7
1577,鶯歌區,鶯歌老街第二停車場,24.94895,121.34227,20.0,1.5,8.9,0.0,6.9,0.0
1578,鶯歌區,鶯歌陶瓷博物館,24.95012,121.35245,22.0,3.1,9.6,0.0,6.0,0.0
1579,鶯歌區,鶯歌陶瓷老街,24.95219,121.351,33.0,4.8,14.3,0.0,8.7,0.4
1580,鶯歌區,龍三鳳鳴路口,24.97286,121.33137,18.0,7.5,5.6,3.0,0.0,14.7
1581,鶯歌區,龍五鳳七路口,24.97043,121.33101,30.0,7.1,9.9,0.0,0.0,5.6
1582,鶯歌區,龍鳳夜市,24.97329,121.33331,30.0,3.8,10.4,0.0,6.1,2.4
